ssp,model,ensemble,gwt,exceedance_years
ssp245,MPI-ESM1-2-LR,r1i1p1f1,3.0,NA
ssp245,MPI-ESM1-2-LR,ens-mean,3.0,NA
ssp245,MRI-ESM2-0,r1i1p1f1,3.0,NA
ssp245,MRI-ESM2-0,ens-mean,3.0,NA
ssp245,NESM3,r1i1p1f1,3.0,NA
ssp245,NESM3,ens-mean,3.0,NA
ssp245,UKESM1-0-LL,r1i1p1f2,3.0,2060
ssp245,UKESM1-0-LL,r2i1p1f2,3.0,2055
ssp245,UKESM1-0-LL,r3i1p1f2,3.0,2056
ssp245,UKESM1-0-LL,r4i1p1f2,3.0,2058
ssp245,UKESM1-0-LL,r8i1p1f2,3.0,2054
ssp245,UKESM1-0-LL,ens-mean,3.0,2056
ssp245,multimodel-mean,multi-ens-mean,3.0,NA
ssp370,ACCESS-ESM1-5,r1i1p1f1,3.0,2069
ssp370,ACCESS-ESM1-5,ens-mean,3.0,2069
ssp370,AWI-CM-1-1-MR,r1i1p1f1,3.0,2064
ssp370,AWI-CM-1-1-MR,ens-mean,3.0,2064
ssp370,BCC-CSM2-MR,r1i1p1f1,3.0,2074
ssp370,BCC-CSM2-MR,ens-mean,3.0,2074
ssp370,CanESM5,r1i1p2f1,3.0,2039
ssp370,CanESM5,ens-mean,3.0,2039
ssp370,CNRM-ESM2-1,r1i1p1f2,3.0,2072
ssp370,CNRM-ESM2-1,ens-mean,3.0,2072
ssp370,FGOALS-f3-L,r1i1p1f1,3.0,2065
ssp370,FGOALS-f3-L,ens-mean,3.0,2065
ssp370,INM-CM4-8,r1i1p1f1,3.0,2083
ssp370,INM-CM4-8,ens-mean,3.0,2083
ssp370,IPSL-CM6A-LR,r1i1p1f1,3.0,2056
ssp370,IPSL-CM6A-LR,ens-mean,3.0,2056
ssp370,MCM-UA-1-0,r1i1p1f2,3.0,2071
ssp370,MCM-UA-1-0,ens-mean,3.0,2071
ssp370,MIROC-ES2L,r1i1p1f2,3.0,2085
ssp370,MIROC-ES2L,ens-mean,3.0,2085
ssp370,MPI-ESM1-2-LR,r1i1p1f1,3.0,2079
ssp370,MPI-ESM1-2-LR,ens-mean,3.0,2079
ssp370,MRI-ESM2-0,r1i1p1f1,3.0,2074
ssp370,MRI-ESM2-0,ens-mean,3.0,2074
ssp370,UKESM1-0-LL,r1i1p1f2,3.0,2050
ssp370,UKESM1-0-LL,r2i1p1f2,3.0,2052
ssp370,UKESM1-0-LL,r3i1p1f2,3.0,2053
ssp370,UKESM1-0-LL,r4i1p1f2,3.0,2054
ssp370,UKESM1-0-LL,r8i1p1f2,3.0,2050
ssp370,UKESM1-0-LL,ens-mean,3.0,2052
ssp370,multimodel-mean,multi-ens-mean,3.0,2066
ssp585,ACCESS-ESM1-5,r1i1p1f1,3.0,2061
ssp585,ACCESS-ESM1-5,ens-mean,3.0,2061
ssp585,AWI-CM-1-1-MR,r1i1p1f1,3.0,2059
ssp585,AWI-CM-1-1-MR,ens-mean,3.0,2059
ssp585,BCC-CSM2-MR,r1i1p1f1,3.0,2065
ssp585,BCC-CSM2-MR,ens-mean,3.0,2065
ssp585,CanESM5,r1i1p2f1,3.0,2038
ssp585,CanESM5,ens-mean,3.0,2038
ssp585,CNRM-ESM2-1,r1i1p1f2,3.0,2065
ssp585,CNRM-ESM2-1,ens-mean,3.0,2065
ssp585,FGOALS-f3-L,r1i1p1f1,3.0,2059
ssp585,FGOALS-f3-L,ens-mean,3.0,2059
ssp585,INM-CM4-8,r1i1p1f1,3.0,2070
ssp585,INM-CM4-8,ens-mean,3.0,2070
ssp585,IPSL-CM6A-LR,r1i1p1f1,3.0,2051
ssp585,IPSL-CM6A-LR,ens-mean,3.0,2051
ssp585,MCM-UA-1-0,r1i1p1f2,3.0,2058
ssp585,MCM-UA-1-0,ens-mean,3.0,2058
ssp585,MIROC-ES2L,r1i1p1f2,3.0,2071
ssp585,MIROC-ES2L,ens-mean,3.0,2071
ssp585,MPI-ESM1-2-LR,r1i1p1f1,3.0,2072
ssp585,MPI-ESM1-2-LR,ens-mean,3.0,2072
ssp585,MRI-ESM2-0,r1i1p1f1,3.0,2064
ssp585,MRI-ESM2-0,ens-mean,3.0,2064
ssp585,NESM3,r1i1p1f1,3.0,2055
ssp585,NESM3,ens-mean,3.0,2055
ssp585,UKESM1-0-LL,r1i1p1f2,3.0,2047
ssp585,UKESM1-0-LL,r2i1p1f2,3.0,2047
ssp585,UKESM1-0-LL,r3i1p1f2,3.0,2047
ssp585,UKESM1-0-LL,r4i1p1f2,3.0,2049
ssp585,UKESM1-0-LL,r8i1p1f2,3.0,2046
ssp585,UKESM1-0-LL,ens-mean,3.0,2047
ssp585,multimodel-mean,multi-ens-mean,3.0,2058
multissp-mean,multimodel-mean,multiens-mean,3.0,2085
ssp119,IPSL-CM6A-LR,r1i1p1f1,4.0,NA
ssp119,IPSL-CM6A-LR,ens-mean,4.0,NA
ssp119,MIROC-ES2L,r1i1p1f2,4.0,NA
ssp119,MIROC-ES2L,ens-mean,4.0,NA
ssp119,MRI-ESM2-0,r1i1p1f1,4.0,NA
ssp119,MRI-ESM2-0,ens-mean,4.0,NA
ssp119,UKESM1-0-LL,r1i1p1f2,4.0,NA
ssp119,UKESM1-0-LL,r2i1p1f2,4.0,NA
ssp119,UKESM1-0-LL,r3i1p1f2,4.0,NA
ssp119,UKESM1-0-LL,r4i1p1f2,4.0,NA
ssp119,UKESM1-0-LL,r8i1p1f2,4.0,NA
ssp119,UKESM1-0-LL,ens-mean,4.0,NA
ssp119,multimodel-mean,multi-ens-mean,4.0,NA
ssp126,ACCESS-ESM1-5,r1i1p1f1,4.0,NA
ssp126,ACCESS-ESM1-5,ens-mean,4.0,NA
ssp126,AWI-CM-1-1-MR,r1i1p1f1,4.0,NA
ssp126,AWI-CM-1-1-MR,ens-mean,4.0,NA
ssp126,BCC-CSM2-MR,r1i1p1f1,4.0,NA
ssp126,BCC-CSM2-MR,ens-mean,4.0,NA
ssp126,CanESM5,r1i1p2f1,4.0,NA
ssp126,CanESM5,ens-mean,4.0,NA
ssp126,CNRM-ESM2-1,r1i1p1f2,4.0,NA
ssp126,CNRM-ESM2-1,ens-mean,4.0,NA
ssp126,FGOALS-f3-L,r1i1p1f1,4.0,NA
ssp126,FGOALS-f3-L,ens-mean,4.0,NA
ssp126,FIO-ESM-2-0,r1i1p1f1,4.0,NA
ssp126,FIO-ESM-2-0,ens-mean,4.0,NA
ssp126,INM-CM4-8,r1i1p1f1,4.0,NA
ssp126,INM-CM4-8,ens-mean,4.0,NA
ssp126,IPSL-CM6A-LR,r1i1p1f1,4.0,NA
ssp126,IPSL-CM6A-LR,ens-mean,4.0,NA
ssp126,MCM-UA-1-0,r1i1p1f2,4.0,NA
ssp126,MCM-UA-1-0,ens-mean,4.0,NA
ssp126,MIROC-ES2L,r1i1p1f2,4.0,NA
ssp126,MIROC-ES2L,ens-mean,4.0,NA
ssp126,MPI-ESM1-2-LR,r1i1p1f1,4.0,NA
ssp126,MPI-ESM1-2-LR,ens-mean,4.0,NA
ssp126,MRI-ESM2-0,r1i1p1f1,4.0,NA
ssp126,MRI-ESM2-0,ens-mean,4.0,NA
ssp126,NESM3,r1i1p1f1,4.0,NA
ssp126,NESM3,ens-mean,4.0,NA
ssp126,UKESM1-0-LL,r1i1p1f2,4.0,NA
ssp126,UKESM1-0-LL,r2i1p1f2,4.0,NA
ssp126,UKESM1-0-LL,r3i1p1f2,4.0,NA
ssp126,UKESM1-0-LL,r4i1p1f2,4.0,NA
ssp126,UKESM1-0-LL,r8i1p1f2,4.0,NA
ssp126,UKESM1-0-LL,ens-mean,4.0,NA
ssp126,multimodel-mean,multi-ens-mean,4.0,NA
ssp245,ACCESS-ESM1-5,r1i1p1f1,4.0,NA
ssp245,ACCESS-ESM1-5,ens-mean,4.0,NA
ssp245,AWI-CM-1-1-MR,r1i1p1f1,4.0,NA
ssp245,AWI-CM-1-1-MR,ens-mean,4.0,NA
ssp245,BCC-CSM2-MR,r1i1p1f1,4.0,NA
ssp245,BCC-CSM2-MR,ens-mean,4.0,NA
ssp245,CanESM5,r1i1p2f1,4.0,2081
ssp245,CanESM5,ens-mean,4.0,2081
ssp245,CNRM-ESM2-1,r1i1p1f2,4.0,NA
ssp245,CNRM-ESM2-1,ens-mean,4.0,NA
ssp245,FGOALS-f3-L,r1i1p1f1,4.0,NA
ssp245,FGOALS-f3-L,ens-mean,4.0,NA
ssp245,INM-CM4-8,r1i1p1f1,4.0,NA
ssp245,INM-CM4-8,ens-mean,4.0,NA
ssp245,IPSL-CM6A-LR,r1i1p1f1,4.0,NA
ssp245,IPSL-CM6A-LR,ens-mean,4.0,NA
ssp245,MCM-UA-1-0,r1i1p1f2,4.0,NA
ssp245,MCM-UA-1-0,ens-mean,4.0,NA
ssp245,MIROC-ES2L,r1i1p1f2,4.0,NA
ssp245,MIROC-ES2L,ens-mean,4.0,NA
ssp245,MPI-ESM1-2-LR,r1i1p1f1,4.0,NA
ssp245,MPI-ESM1-2-LR,ens-mean,4.0,NA
ssp245,MRI-ESM2-0,r1i1p1f1,4.0,NA
ssp245,MRI-ESM2-0,ens-mean,4.0,NA
ssp245,NESM3,r1i1p1f1,4.0,NA
ssp245,NESM3,ens-mean,4.0,NA
ssp245,UKESM1-0-LL,r1i1p1f2,4.0,NA
ssp245,UKESM1-0-LL,r2i1p1f2,4.0,2089
ssp245,UKESM1-0-LL,r3i1p1f2,4.0,NA
ssp245,UKESM1-0-LL,r4i1p1f2,4.0,NA
ssp245,UKESM1-0-LL,r8i1p1f2,4.0,NA
ssp245,UKESM1-0-LL,ens-mean,4.0,NA
ssp245,multimodel-mean,multi-ens-mean,4.0,NA
ssp370,ACCESS-ESM1-5,r1i1p1f1,4.0,NA
ssp370,ACCESS-ESM1-5,ens-mean,4.0,NA
ssp370,AWI-CM-1-1-MR,r1i1p1f1,4.0,NA
ssp370,AWI-CM-1-1-MR,ens-mean,4.0,NA
ssp370,BCC-CSM2-MR,r1i1p1f1,4.0,NA
ssp370,BCC-CSM2-MR,ens-mean,4.0,NA
ssp370,CanESM5,r1i1p2f1,4.0,2056
ssp370,CanESM5,ens-mean,4.0,2056
ssp370,CNRM-ESM2-1,r1i1p1f2,4.0,2090
ssp370,CNRM-ESM2-1,ens-mean,4.0,2090
ssp370,FGOALS-f3-L,r1i1p1f1,4.0,NA
ssp370,FGOALS-f3-L,ens-mean,4.0,NA
ssp370,INM-CM4-8,r1i1p1f1,4.0,NA
ssp370,INM-CM4-8,ens-mean,4.0,NA
ssp370,IPSL-CM6A-LR,r1i1p1f1,4.0,2077
ssp370,IPSL-CM6A-LR,ens-mean,4.0,2077
ssp370,MCM-UA-1-0,r1i1p1f2,4.0,NA
ssp370,MCM-UA-1-0,ens-mean,4.0,NA
ssp370,MIROC-ES2L,r1i1p1f2,4.0,NA
ssp370,MIROC-ES2L,ens-mean,4.0,NA
ssp370,MPI-ESM1-2-LR,r1i1p1f1,4.0,NA
ssp370,MPI-ESM1-2-LR,ens-mean,4.0,NA
ssp370,MRI-ESM2-0,r1i1p1f1,4.0,NA
ssp370,MRI-ESM2-0,ens-mean,4.0,NA
ssp370,UKESM1-0-LL,r1i1p1f2,4.0,2070
ssp370,UKESM1-0-LL,r2i1p1f2,4.0,2067
ssp370,UKESM1-0-LL,r3i1p1f2,4.0,2069
ssp370,UKESM1-0-LL,r4i1p1f2,4.0,2069
ssp370,UKESM1-0-LL,r8i1p1f2,4.0,2068
ssp370,UKESM1-0-LL,ens-mean,4.0,2068
ssp370,multimodel-mean,multi-ens-mean,4.0,2089
ssp585,ACCESS-ESM1-5,r1i1p1f1,4.0,2078
ssp585,ACCESS-ESM1-5,ens-mean,4.0,2078
ssp585,AWI-CM-1-1-MR,r1i1p1f1,4.0,2079
ssp585,AWI-CM-1-1-MR,ens-mean,4.0,2079
ssp585,BCC-CSM2-MR,r1i1p1f1,4.0,NA
ssp585,BCC-CSM2-MR,ens-mean,4.0,NA
ssp585,CanESM5,r1i1p2f1,4.0,2053
ssp585,CanESM5,ens-mean,4.0,2053
ssp585,CNRM-ESM2-1,r1i1p1f2,4.0,2079
ssp585,CNRM-ESM2-1,ens-mean,4.0,2079
ssp585,FGOALS-f3-L,r1i1p1f1,4.0,2078
ssp585,FGOALS-f3-L,ens-mean,4.0,2078
ssp585,INM-CM4-8,r1i1p1f1,4.0,NA
ssp585,INM-CM4-8,ens-mean,4.0,NA
ssp585,IPSL-CM6A-LR,r1i1p1f1,4.0,2066
ssp585,IPSL-CM6A-LR,ens-mean,4.0,2066
ssp585,MCM-UA-1-0,r1i1p1f2,4.0,2077
ssp585,MCM-UA-1-0,ens-mean,4.0,2077
ssp585,MIROC-ES2L,r1i1p1f2,4.0,NA
ssp585,MIROC-ES2L,ens-mean,4.0,NA
ssp585,MPI-ESM1-2-LR,r1i1p1f1,4.0,NA
ssp585,MPI-ESM1-2-LR,ens-mean,4.0,NA
ssp585,MRI-ESM2-0,r1i1p1f1,4.0,2083
ssp585,MRI-ESM2-0,ens-mean,4.0,2083
ssp585,NESM3,r1i1p1f1,4.0,2072
ssp585,NESM3,ens-mean,4.0,2072
ssp585,UKESM1-0-LL,r1i1p1f2,4.0,2060
ssp585,UKESM1-0-LL,r2i1p1f2,4.0,2060
ssp585,UKESM1-0-LL,r3i1p1f2,4.0,2061
ssp585,UKESM1-0-LL,r4i1p1f2,4.0,2062
ssp585,UKESM1-0-LL,r8i1p1f2,4.0,2061
ssp585,UKESM1-0-LL,ens-mean,4.0,2061
ssp585,multimodel-mean,multi-ens-mean,4.0,2076
multissp-mean,multimodel-mean,multiens-mean,4.0,NA
ssp119,IPSL-CM6A-LR,r1i1p1f1,5.0,NA
ssp119,IPSL-CM6A-LR,ens-mean,5.0,NA
ssp119,MIROC-ES2L,r1i1p1f2,5.0,NA
ssp119,MIROC-ES2L,ens-mean,5.0,NA
ssp119,MRI-ESM2-0,r1i1p1f1,5.0,NA
ssp119,MRI-ESM2-0,ens-mean,5.0,NA
ssp119,UKESM1-0-LL,r1i1p1f2,5.0,NA
ssp119,UKESM1-0-LL,r2i1p1f2,5.0,NA
ssp119,UKESM1-0-LL,r3i1p1f2,5.0,NA
ssp119,UKESM1-0-LL,r4i1p1f2,5.0,NA
ssp119,UKESM1-0-LL,r8i1p1f2,5.0,NA
ssp119,UKESM1-0-LL,ens-mean,5.0,NA
ssp119,multimodel-mean,multi-ens-mean,5.0,NA
ssp126,ACCESS-ESM1-5,r1i1p1f1,5.0,NA
ssp126,ACCESS-ESM1-5,ens-mean,5.0,NA
ssp126,AWI-CM-1-1-MR,r1i1p1f1,5.0,NA
ssp126,AWI-CM-1-1-MR,ens-mean,5.0,NA
ssp126,BCC-CSM2-MR,r1i1p1f1,5.0,NA
ssp126,BCC-CSM2-MR,ens-mean,5.0,NA
ssp126,CanESM5,r1i1p2f1,5.0,NA
ssp126,CanESM5,ens-mean,5.0,NA
ssp126,CNRM-ESM2-1,r1i1p1f2,5.0,NA
ssp126,CNRM-ESM2-1,ens-mean,5.0,NA
ssp126,FGOALS-f3-L,r1i1p1f1,5.0,NA
ssp126,FGOALS-f3-L,ens-mean,5.0,NA
ssp126,FIO-ESM-2-0,r1i1p1f1,5.0,NA
ssp126,FIO-ESM-2-0,ens-mean,5.0,NA
ssp126,INM-CM4-8,r1i1p1f1,5.0,NA
ssp126,INM-CM4-8,ens-mean,5.0,NA
ssp126,IPSL-CM6A-LR,r1i1p1f1,5.0,NA
ssp126,IPSL-CM6A-LR,ens-mean,5.0,NA
ssp126,MCM-UA-1-0,r1i1p1f2,5.0,NA
ssp126,MCM-UA-1-0,ens-mean,5.0,NA
ssp126,MIROC-ES2L,r1i1p1f2,5.0,NA
ssp126,MIROC-ES2L,ens-mean,5.0,NA
ssp126,MPI-ESM1-2-LR,r1i1p1f1,5.0,NA
ssp126,MPI-ESM1-2-LR,ens-mean,5.0,NA
ssp126,MRI-ESM2-0,r1i1p1f1,5.0,NA
ssp126,MRI-ESM2-0,ens-mean,5.0,NA
ssp126,NESM3,r1i1p1f1,5.0,NA
ssp126,NESM3,ens-mean,5.0,NA
ssp126,UKESM1-0-LL,r1i1p1f2,5.0,NA
ssp126,UKESM1-0-LL,r2i1p1f2,5.0,NA
ssp126,UKESM1-0-LL,r3i1p1f2,5.0,NA
ssp126,UKESM1-0-LL,r4i1p1f2,5.0,NA
ssp126,UKESM1-0-LL,r8i1p1f2,5.0,NA
ssp126,UKESM1-0-LL,ens-mean,5.0,NA
ssp126,multimodel-mean,multi-ens-mean,5.0,NA
ssp245,ACCESS-ESM1-5,r1i1p1f1,5.0,NA
ssp245,ACCESS-ESM1-5,ens-mean,5.0,NA
ssp245,AWI-CM-1-1-MR,r1i1p1f1,5.0,NA
ssp245,AWI-CM-1-1-MR,ens-mean,5.0,NA
ssp245,BCC-CSM2-MR,r1i1p1f1,5.0,NA
ssp245,BCC-CSM2-MR,ens-mean,5.0,NA
ssp245,CanESM5,r1i1p2f1,5.0,NA
ssp245,CanESM5,ens-mean,5.0,NA
ssp245,CNRM-ESM2-1,r1i1p1f2,5.0,NA
ssp245,CNRM-ESM2-1,ens-mean,5.0,NA
ssp245,FGOALS-f3-L,r1i1p1f1,5.0,NA
ssp245,FGOALS-f3-L,ens-mean,5.0,NA
ssp245,INM-CM4-8,r1i1p1f1,5.0,NA
ssp245,INM-CM4-8,ens-mean,5.0,NA
ssp245,IPSL-CM6A-LR,r1i1p1f1,5.0,NA
ssp245,IPSL-CM6A-LR,ens-mean,5.0,NA
ssp245,MCM-UA-1-0,r1i1p1f2,5.0,NA
ssp245,MCM-UA-1-0,ens-mean,5.0,NA
ssp245,MIROC-ES2L,r1i1p1f2,5.0,NA
ssp245,MIROC-ES2L,ens-mean,5.0,NA
ssp245,MPI-ESM1-2-LR,r1i1p1f1,5.0,NA
ssp245,MPI-ESM1-2-LR,ens-mean,5.0,NA
ssp245,MRI-ESM2-0,r1i1p1f1,5.0,NA
ssp245,MRI-ESM2-0,ens-mean,5.0,NA
ssp245,NESM3,r1i1p1f1,5.0,NA
ssp245,NESM3,ens-mean,5.0,NA
ssp245,UKESM1-0-LL,r1i1p1f2,5.0,NA
ssp245,UKESM1-0-LL,r2i1p1f2,5.0,NA
ssp245,UKESM1-0-LL,r3i1p1f2,5.0,NA
ssp245,UKESM1-0-LL,r4i1p1f2,5.0,NA
ssp245,UKESM1-0-LL,r8i1p1f2,5.0,NA
ssp245,UKESM1-0-LL,ens-mean,5.0,NA
ssp245,multimodel-mean,multi-ens-mean,5.0,NA
ssp370,ACCESS-ESM1-5,r1i1p1f1,5.0,NA
ssp370,ACCESS-ESM1-5,ens-mean,5.0,NA
ssp370,AWI-CM-1-1-MR,r1i1p1f1,5.0,NA
ssp370,AWI-CM-1-1-MR,ens-mean,5.0,NA
ssp370,BCC-CSM2-MR,r1i1p1f1,5.0,NA
ssp370,BCC-CSM2-MR,ens-mean,5.0,NA
ssp370,CanESM5,r1i1p2f1,5.0,2074
ssp370,CanESM5,ens-mean,5.0,2074
ssp370,CNRM-ESM2-1,r1i1p1f2,5.0,NA
ssp370,CNRM-ESM2-1,ens-mean,5.0,NA
ssp370,FGOALS-f3-L,r1i1p1f1,5.0,NA
ssp370,FGOALS-f3-L,ens-mean,5.0,NA
ssp370,INM-CM4-8,r1i1p1f1,5.0,NA
ssp370,INM-CM4-8,ens-mean,5.0,NA
ssp370,IPSL-CM6A-LR,r1i1p1f1,5.0,NA
ssp370,IPSL-CM6A-LR,ens-mean,5.0,NA
ssp370,MCM-UA-1-0,r1i1p1f2,5.0,NA
ssp370,MCM-UA-1-0,ens-mean,5.0,NA
ssp370,MIROC-ES2L,r1i1p1f2,5.0,NA
ssp370,MIROC-ES2L,ens-mean,5.0,NA
ssp370,MPI-ESM1-2-LR,r1i1p1f1,5.0,NA
ssp370,MPI-ESM1-2-LR,ens-mean,5.0,NA
ssp370,MRI-ESM2-0,r1i1p1f1,5.0,NA
ssp370,MRI-ESM2-0,ens-mean,5.0,NA
ssp370,UKESM1-0-LL,r1i1p1f2,5.0,2085
ssp370,UKESM1-0-LL,r2i1p1f2,5.0,2082
ssp370,UKESM1-0-LL,r3i1p1f2,5.0,2082
ssp370,UKESM1-0-LL,r4i1p1f2,5.0,2085
ssp370,UKESM1-0-LL,r8i1p1f2,5.0,2083
ssp370,UKESM1-0-LL,ens-mean,5.0,2083
ssp370,multimodel-mean,multi-ens-mean,5.0,NA
ssp585,ACCESS-ESM1-5,r1i1p1f1,5.0,NA
ssp585,ACCESS-ESM1-5,ens-mean,5.0,NA
ssp585,AWI-CM-1-1-MR,r1i1p1f1,5.0,NA
ssp585,AWI-CM-1-1-MR,ens-mean,5.0,NA
ssp585,BCC-CSM2-MR,r1i1p1f1,5.0,NA
ssp585,BCC-CSM2-MR,ens-mean,5.0,NA
ssp585,CanESM5,r1i1p2f1,5.0,2066
ssp585,CanESM5,ens-mean,5.0,2066
ssp585,CNRM-ESM2-1,r1i1p1f2,5.0,NA
ssp585,CNRM-ESM2-1,ens-mean,5.0,NA
ssp585,FGOALS-f3-L,r1i1p1f1,5.0,NA
ssp585,FGOALS-f3-L,ens-mean,5.0,NA
ssp585,INM-CM4-8,r1i1p1f1,5.0,NA
ssp585,INM-CM4-8,ens-mean,5.0,NA
ssp585,IPSL-CM6A-LR,r1i1p1f1,5.0,2079
ssp585,IPSL-CM6A-LR,ens-mean,5.0,2079
ssp585,MCM-UA-1-0,r1i1p1f2,5.0,NA
ssp585,MCM-UA-1-0,ens-mean,5.0,NA
ssp585,MIROC-ES2L,r1i1p1f2,5.0,NA
ssp585,MIROC-ES2L,ens-mean,5.0,NA
ssp585,MPI-ESM1-2-LR,r1i1p1f1,5.0,NA
ssp585,MPI-ESM1-2-LR,ens-mean,5.0,NA
ssp585,MRI-ESM2-0,r1i1p1f1,5.0,NA
ssp585,MRI-ESM2-0,ens-mean,5.0,NA
ssp585,NESM3,r1i1p1f1,5.0,2090
ssp585,NESM3,ens-mean,5.0,2090
ssp585,UKESM1-0-LL,r1i1p1f2,5.0,2073
ssp585,UKESM1-0-LL,r2i1p1f2,5.0,2074
ssp585,UKESM1-0-LL,r3i1p1f2,5.0,2073
ssp585,UKESM1-0-LL,r4i1p1f2,5.0,2074
ssp585,UKESM1-0-LL,r8i1p1f2,5.0,2073
ssp585,UKESM1-0-LL,ens-mean,5.0,2073
ssp585,multimodel-mean,multi-ens-mean,5.0,NA
multissp-mean,multimodel-mean,multiens-mean,5.0,NA
